date,startup_name,industry,city,investment_type,amount_usd,period
2021-01-31,ClearDekho,EdTech,Gurugram,Seed,79000.0,COVID
2021-02-01,EduMart,EdTech,Kolkata,Angel,37000.0,COVID
2021-02-03,HomeAnalytics,E-commerce,Bengaluru,Series A,1458000.0,COVID
2021-02-03,Udaan,Enterprise,Bengaluru,Series A,5402000.0,COVID
2021-02-07,Zepto,Media,Mumbai,Angel,5000.0,COVID
2021-02-08,WorkFit,Logistics,Bengaluru,Debt,5995000.0,COVID
2021-02-11,Bounce,Enterprise,Hyderabad,Seed,1762000.0,COVID
2021-02-12,NextFlow,E-commerce,Bengaluru,Bridge,376000.0,COVID
2021-02-13,Porter,Retail,Kolkata,Seed,255000.0,COVID
2021-02-22,HealthWorks,Consumer Electronics,Gurugram,Seed,980000.0,COVID
2021-02-24,MediHive,E-commerce,Bengaluru,Pre-Series A,411000.0,COVID
2021-02-24,WorkPay,Enterprise,Kolkata,Seed,319000.0,COVID
2021-02-25,Meesho,Enterprise,Chennai,Series D,55224000.0,COVID
2021-02-25,BlueRise,FoodTech,Bengaluru,Series B,5546000.0,COVID
2021-02-27,NextStack,Consumer Electronics,Delhi,Series A,3110000.0,COVID
2021-03-02,FoodFit,EdTech,Mumbai,Pre-Seed,158000.0,COVID
2021-03-03,CloudSolutions,EdTech,Bengaluru,Angel,8000.0,COVID
2021-03-05,Ola,Media,Hyderabad,Angel,99000.0,COVID
2021-03-05,FoodLoop,E-commerce,Kolkata,Pre-Seed,25000.0,COVID
2021-03-05,BlueTech,Mobility,Kolkata,Bridge,1333000.0,COVID
2021-03-06,DataAnalytics,HealthTech,Mumbai,Seed,339000.0,COVID
2021-03-09,EduMart,Consumer Electronics,Noida,Seed,64000.0,COVID
2021-03-12,Rapido,RealEstate,Gurugram,Series A,6055000.0,COVID
2021-03-14,Groww,Mobility,Hyderabad,Series B,38052000.0,COVID
2021-03-17,SmartCare,FoodTech,Hyderabad,Private Equity,382861000.0,COVID
2021-03-18,SmartCare,Enterprise,Delhi,Series A,2177000.0,COVID
2021-03-19,HomeFoods,Enterprise,Kolkata,Growth,407801000.0,COVID
2021-03-21,Delhivery,E-commerce,Chennai,Series A,1418000.0,COVID
2021-03-23,Meesho,RealEstate,Pune,Pre-Series A,739000.0,COVID
2021-03-24,NimbusLabs,HealthTech,Mumbai,Series C,45633000.0,COVID
2021-03-25,SmartTech,Consumer Electronics,Kolkata,Seed,226000.0,COVID
2021-03-28,FoodSolutions,RealEstate,Delhi,Seed,651000.0,COVID
2021-03-29,EduMart,Mobility,Mumbai,Series A,11213000.0,COVID
2021-03-29,FarmBox,Consumer Electronics,Bengaluru,Seed,59000.0,COVID
2021-03-30,DriveFit,Retail,Ahmedabad,Series A,1636000.0,COVID
2021-03-30,HealthAnalytics,Mobility,Hyderabad,Pre-Seed,86000.0,COVID
2021-04-02,QuantumAnalytics,Retail,Chennai,Series C,47415000.0,COVID
2021-04-03,MediSpace,HealthTech,Ahmedabad,Series C,230417000.0,COVID
2021-04-03,Paytm,E-commerce,Gurugram,Seed,55000.0,COVID
2021-04-06,Oyo,HealthTech,Pune,Angel,24000.0,COVID
2021-04-07,BlueSpace,Consumer Electronics,Delhi,Series C,39284000.0,COVID
2021-04-11,AeroStack,SaaS,Chennai,Seed,127000.0,COVID
2021-04-16,WorkFit,E-commerce,Kolkata,Series A,2620000.0,COVID
2021-04-19,SmartTech,Retail,Noida,Series A,14492000.0,COVID
2021-04-22,LogiRise,Enterprise,Delhi,Series B,47223000.0,COVID
2021-04-23,CureFit,AgriTech,Pune,Seed,812000.0,COVID
2021-04-25,WorkFit,Logistics,Pune,Pre-Seed,42000.0,COVID
2021-04-27,UrbanDrive,FoodTech,Kolkata,Series A,10764000.0,COVID
2021-04-28,Nykaa,Retail,Hyderabad,Series C,122297000.0,COVID
2021-04-29,ShareChat,Retail,Mumbai,Series A,2940000.0,COVID
2021-04-29,Freshworks,AgriTech,Delhi,Angel,12000.0,COVID
2021-05-02,UrbanSolutions,Media,Mumbai,Seed,95000.0,COVID
2021-05-05,UrbanDrive,EdTech,Mumbai,Pre-Series A,753000.0,COVID
2021-05-12,NimbusWorks,Media,Mumbai,Series B,8521000.0,COVID
2021-05-13,NextStack,E-commerce,Chennai,Series A,5288000.0,COVID
2021-05-18,GrowthConnect,Consumer Electronics,Bengaluru,Growth,419740000.0,COVID
2021-05-19,MediHive,AgriTech,Chennai,Angel,23000.0,COVID
2021-05-23,Wakefit,HealthTech,Kolkata,Seed,133000.0,COVID
2021-05-26,Mobikwik,Retail,Pune,Seed,84000.0,COVID
2021-05-26,MediHive,EdTech,Noida,Series A,4568000.0,COVID
2021-05-27,HyperLoop,Consumer Electronics,Delhi,Series C,103701000.0,COVID
2021-05-27,DriveFit,Consumer Electronics,Gurugram,Angel,41000.0,COVID
2021-05-27,Oyo,HealthTech,Mumbai,Series B,50768000.0,COVID
2021-05-31,FoodFit,Mobility,Kolkata,Seed,188000.0,COVID
2021-06-01,Zomato,Mobility,Chennai,Series A,1949000.0,COVID
2021-06-01,HealthAnalytics,Consumer Electronics,Delhi,Bridge,141000.0,COVID
2021-06-04,MediWorks,AgriTech,Gurugram,Series A,4119000.0,COVID
2021-06-08,AutoMart,Media,Chennai,Series B,25007000.0,COVID
2021-06-12,ShareChat,AgriTech,Ahmedabad,Series A,4680000.0,COVID
2021-06-13,NimbusLabs,HealthTech,Gurugram,Pre-Series A,123000.0,COVID
2021-06-15,FarmTech,E-commerce,Pune,Series A,4500000.0,COVID
2021-06-16,LogiMart,FoodTech,Bengaluru,Series B,28352000.0,COVID
2021-06-18,SkillSolutions,EdTech,Chennai,Series A,2805000.0,COVID
2021-06-20,FinFoods,FoodTech,Bengaluru,Seed,1461000.0,COVID
2021-06-21,LogiSense,Consumer Electronics,Bengaluru,Series A,2550000.0,COVID
2021-06-25,CoreSpace,FinTech,Chennai,Seed,888000.0,COVID
2021-06-26,HealthWorks,SaaS,Hyderabad,Bridge,145000.0,COVID
2021-06-26,Delhivery,SaaS,Kolkata,Series A,4137000.0,COVID
2021-06-27,DriveEdge,RealEstate,Noida,Seed,239000.0,COVID
2021-06-29,PharmEasy,HealthTech,Gurugram,Series B,24655000.0,COVID
2021-06-30,Paytm,AgriTech,Hyderabad,Seed,100000.0,COVID
2021-07-01,QuantumSolutions,HealthTech,Hyderabad,Seed,336000.0,COVID
2021-07-04,Unacademy,E-commerce,Pune,Series C,277385000.0,COVID
2021-07-04,CureFit,Consumer Electronics,Hyderabad,Seed,653000.0,COVID
2021-07-06,Bounce,FinTech,Kolkata,Pre-Series A,646000.0,COVID
2021-07-09,SkillFlow,RealEstate,Mumbai,Pre-Series A,150000.0,COVID
2021-07-10,UrbanDrive,E-commerce,Pune,Series B,59057000.0,COVID
2021-07-11,NextStack,E-commerce,Pune,Series C,27387000.0,COVID
2021-07-13,GrowthFlow,RealEstate,Hyderabad,Pre-Seed,20000.0,COVID
2021-07-14,FoodLoop,RealEstate,Hyderabad,Seed,436000.0,COVID
2021-07-16,EduMart,Enterprise,Ahmedabad,Debt,7325000.0,COVID
2021-07-21,NeoLabs,RealEstate,Bengaluru,Seed,57000.0,COVID
2021-07-24,AeroStack,EdTech,Delhi,Pre-Series A,143000.0,COVID
2021-07-30,AeroAnalytics,Retail,Hyderabad,Series A,4481000.0,COVID
2021-07-31,WorkPay,Mobility,Delhi,Bridge,56000.0,COVID
2021-08-01,NextFlow,FoodTech,Noida,Series B,67565000.0,COVID
2021-08-02,UrbanDrive,RealEstate,Noida,Seed,496000.0,COVID
2021-08-03,SkillFlow,Mobility,Pune,Pre-Series A,132000.0,COVID
2021-08-03,Razorpay,E-commerce,Kolkata,Seed,98000.0,COVID
2021-08-04,HyperLoop,FoodTech,Gurugram,Seed,595000.0,COVID
2021-08-04,FarmBox,Retail,Delhi,Series B,69429000.0,COVID
2021-08-06,FarmBox,HealthTech,Bengaluru,Series B,37933000.0,COVID
2021-08-11,NextSense,Consumer Electronics,Gurugram,Series C,150998000.0,COVID
2021-08-14,Udaan,AgriTech,Gurugram,Pre-Series A,439000.0,COVID
2021-08-17,Chargebee,Consumer Electronics,Ahmedabad,Seed,122000.0,COVID
2021-08-19,BharatPe,SaaS,Pune,Seed,596000.0,COVID
2021-08-19,Rapido,Retail,Delhi,Series A,1513000.0,COVID
2021-08-20,Housejoy,RealEstate,Kolkata,Angel,6000.0,COVID
2021-08-23,Delhivery,FinTech,Pune,Series C,161346000.0,COVID
2021-08-24,FarmBox,Enterprise,Mumbai,Series B,12830000.0,COVID
2021-08-26,Paytm,E-commerce,Bengaluru,Series A,4485000.0,COVID
2021-08-28,Myntra,EdTech,Delhi,Seed,304000.0,COVID
2021-08-28,CoreConnect,RealEstate,Bengaluru,Series B,14710000.0,COVID
2021-09-04,FarmTech,Retail,Chennai,Angel,46000.0,COVID
2021-09-05,NextStack,E-commerce,Chennai,Seed,318000.0,COVID
2021-09-08,CloudLabs,FoodTech,Delhi,Series A,1587000.0,COVID
2021-09-08,AgriSense,Retail,Ahmedabad,Series D,458292000.0,COVID
2021-09-09,ClearDekho,FinTech,Kolkata,Series C,142371000.0,COVID
2021-09-10,NeoSense,EdTech,Kolkata,Angel,10000.0,COVID
2021-09-10,Delhivery,RealEstate,Hyderabad,Series A,1071000.0,COVID
2021-09-12,CRED,Enterprise,Kolkata,Seed,174000.0,COVID
2021-09-17,QuantumAnalytics,Consumer Electronics,Ahmedabad,Debt,14625000.0,COVID
2021-09-26,GrowthCare,FoodTech,Delhi,Growth,382414000.0,COVID
2021-10-01,DriveFit,AgriTech,Kolkata,Series A,1413000.0,COVID
2021-10-01,Oyo,Media,Kolkata,Series A,10610000.0,COVID
2021-10-03,Oyo,Mobility,Chennai,Series B,65083000.0,COVID
2021-10-03,CureFit,RealEstate,Noida,Bridge,189000.0,COVID
2021-10-03,InMobi,Media,Pune,Series C,145412000.0,COVID
2021-10-04,HomeMart,Media,Gurugram,Pre-Seed,20000.0,COVID
2021-10-13,HealthAnalytics,EdTech,Ahmedabad,Pre-Series A,193000.0,COVID
2021-10-14,BharatPe,Consumer Electronics,Bengaluru,Seed,621000.0,COVID
2021-10-16,Dunzo,Media,Gurugram,Seed,78000.0,COVID
2021-10-21,AgriHive,Mobility,Chennai,Series A,5621000.0,COVID
2021-10-23,AutoFlow,FoodTech,Bengaluru,Series D,167749000.0,COVID
2021-10-24,NeoSense,FoodTech,Chennai,Series C,75927000.0,COVID
2021-10-24,BlueTech,Media,Delhi,Pre-Series A,235000.0,COVID
2021-10-25,NimbusMart,E-commerce,Delhi,Pre-Series A,356000.0,COVID
2021-10-26,UrbanSolutions,SaaS,Pune,Seed,233000.0,COVID
2021-10-28,Lenskart,FinTech,Pune,Growth,197383000.0,COVID
2021-10-29,Byju's,AgriTech,Noida,Seed,1040000.0,COVID
2021-10-30,NeoTech,Logistics,Hyderabad,Series B,26948000.0,COVID
2021-11-01,DriveLoop,Consumer Electronics,Bengaluru,Seed,158000.0,COVID
2021-11-06,Freshworks,SaaS,Mumbai,Series D,59295000.0,COVID
2021-11-07,SkillRise,HealthTech,Gurugram,Seed,1535000.0,COVID
2021-11-07,Zepto,RealEstate,Bengaluru,Seed,166000.0,COVID
2021-11-08,AeroHub,Media,Mumbai,Pre-Series A,313000.0,COVID
2021-11-09,HomeAnalytics,Media,Chennai,Series C,47487000.0,COVID
2021-11-09,SkillRise,Logistics,Gurugram,Series D,246176000.0,COVID
2021-11-09,DataHive,Consumer Electronics,Kolkata,Series A,5042000.0,COVID
2021-11-10,DriveEdge,E-commerce,Bengaluru,Series A,11170000.0,COVID
2021-11-10,WorkPay,FinTech,Noida,Bridge,285000.0,COVID
2021-11-14,Freshworks,E-commerce,Mumbai,Pre-Series A,972000.0,COVID
2021-11-16,CRED,Mobility,Gurugram,Seed,1017000.0,COVID
2021-11-21,MediHive,Mobility,Kolkata,Series A,1105000.0,COVID
2021-11-22,Cars24,Consumer Electronics,Noida,Series A,7671000.0,COVID
2021-11-28,WorkStack,EdTech,Kolkata,Seed,77000.0,COVID
2021-11-28,Udaan,E-commerce,Gurugram,Series D,252031000.0,COVID
2021-12-03,CoreConnect,FinTech,Ahmedabad,Series C,20596000.0,COVID
2021-12-04,CloudPay,Consumer Electronics,Noida,Seed,477000.0,COVID
2021-12-06,Flipkart,FoodTech,Pune,Seed,587000.0,COVID
2021-12-07,UrbanSolutions,EdTech,Pune,Series C,24686000.0,COVID
2021-12-08,NextStack,FoodTech,Bengaluru,Seed,201000.0,COVID
2021-12-12,SkillFlow,Retail,Kolkata,Pre-Series A,860000.0,COVID
2021-12-15,ClearTax,AgriTech,Delhi,Series D,248669000.0,COVID
2021-12-22,Zomato,Retail,Pune,Seed,442000.0,COVID
2021-12-23,Dunzo,Mobility,Kolkata,Series B,10531000.0,COVID
2021-12-24,MediWorks,HealthTech,Hyderabad,Series C,30056000.0,COVID
2021-12-28,Flipkart,E-commerce,Ahmedabad,Series C,163351000.0,COVID
2022-01-03,Dailyhunt,Media,Bengaluru,Series B,61332000.0,Post-COVID
2022-01-09,LogiMart,Mobility,Gurugram,Series C,44238000.0,Post-COVID
2022-01-14,FreshBox,AgriTech,Kolkata,Series B,69115000.0,Post-COVID
2022-01-16,DriveEdge,Media,Bengaluru,Series A,14397000.0,Post-COVID
2022-01-16,BigBasket,Media,Delhi,Series A,11477000.0,Post-COVID
2022-01-17,HealthWorks,EdTech,Chennai,Seed,485000.0,Post-COVID
2022-01-18,FreshToHome,FoodTech,Kolkata,Series A,2894000.0,Post-COVID
2022-01-18,DriveLoop,Logistics,Noida,Pre-Series A,262000.0,Post-COVID
2022-01-20,LogiSense,FinTech,Noida,Seed,920000.0,Post-COVID
2022-01-23,LogiMart,Retail,Pune,Series A,1013000.0,Post-COVID
2022-01-26,Nykaa,E-commerce,Chennai,Seed,55000.0,Post-COVID
2022-01-28,HyperLabs,SaaS,Chennai,Seed,175000.0,Post-COVID
2022-01-28,EduTech,Retail,Bengaluru,Seed,369000.0,Post-COVID
2022-02-04,Rapido,SaaS,Hyderabad,Series A,14442000.0,Post-COVID
2022-02-04,FreshToHome,Enterprise,Pune,Bridge,208000.0,Post-COVID
2022-02-06,SkillSolutions,Logistics,Bengaluru,Series A,8795000.0,Post-COVID
2022-02-09,GreenMart,E-commerce,Kolkata,Seed,53000.0,Post-COVID
2022-02-10,BigBasket,Media,Hyderabad,Pre-Series A,320000.0,Post-COVID
2022-02-14,DataHive,Enterprise,Pune,Series B,26119000.0,Post-COVID
2022-02-15,DataAnalytics,Consumer Electronics,Noida,Pre-Series A,106000.0,Post-COVID
2022-02-17,Lenskart,Mobility,Ahmedabad,Series C,120606000.0,Post-COVID
2022-02-18,PhonePe,Logistics,Chennai,Seed,69000.0,Post-COVID
2022-02-19,Myntra,Retail,Kolkata,Private Equity,403808000.0,Post-COVID
2022-02-20,Udaan,RealEstate,Gurugram,Series A,9971000.0,Post-COVID
2022-02-26,GreenMart,RealEstate,Gurugram,Seed,171000.0,Post-COVID
2022-03-03,QuantumSolutions,E-commerce,Delhi,Series A,2518000.0,Post-COVID
2022-03-11,FreshBox,Retail,Ahmedabad,Series A,5010000.0,Post-COVID
2022-03-19,FarmFit,Mobility,Chennai,Seed,52000.0,Post-COVID
2022-03-23,Cars24,HealthTech,Noida,Series A,5362000.0,Post-COVID
2022-03-24,FreshSolutions,RealEstate,Mumbai,Seed,187000.0,Post-COVID
2022-03-24,NoBroker,FoodTech,Bengaluru,Debt,19590000.0,Post-COVID
2022-03-24,Swiggy,SaaS,Mumbai,Pre-Series A,191000.0,Post-COVID
2022-03-25,Dunzo,Consumer Electronics,Pune,Series A,6900000.0,Post-COVID
2022-03-25,Cars24,E-commerce,Mumbai,Seed,141000.0,Post-COVID
2022-03-27,GreenEdge,EdTech,Pune,Series C,47319000.0,Post-COVID
2022-03-27,CureFit,Retail,Bengaluru,Seed,412000.0,Post-COVID
2022-03-31,FinSense,FinTech,Delhi,Seed,1178000.0,Post-COVID
2022-03-31,AeroStack,RealEstate,Hyderabad,Series A,2623000.0,Post-COVID
2022-04-02,BlueSpace,SaaS,Gurugram,Series A,1549000.0,Post-COVID
2022-04-03,Meesho,E-commerce,Pune,Seed,1665000.0,Post-COVID
2022-04-09,Porter,FinTech,Kolkata,Series A,2960000.0,Post-COVID
2022-04-09,HyperLabs,AgriTech,Chennai,Seed,339000.0,Post-COVID
2022-04-11,SmartMart,E-commerce,Delhi,Seed,120000.0,Post-COVID
2022-04-12,SkillSolutions,Mobility,Mumbai,Seed,103000.0,Post-COVID
2022-04-16,UrbanDrive,HealthTech,Gurugram,Seed,1494000.0,Post-COVID
2022-04-18,DriveEdge,E-commerce,Gurugram,Bridge,1129000.0,Post-COVID
2022-04-22,Cars24,RealEstate,Gurugram,Angel,18000.0,Post-COVID
2022-04-23,FinFoods,Enterprise,Noida,Series B,9519000.0,Post-COVID
2022-04-23,SmartCare,Mobility,Pune,Series C,26986000.0,Post-COVID
2022-04-23,EduTech,FinTech,Pune,Series C,53939000.0,Post-COVID
2022-04-23,FarmBox,EdTech,Hyderabad,Series A,12394000.0,Post-COVID
2022-04-26,CoreSpace,Mobility,Chennai,Series A,13122000.0,Post-COVID
2022-04-27,LogiRise,Mobility,Kolkata,Series C,35458000.0,Post-COVID
2022-04-28,Ola,Logistics,Chennai,Series B,59611000.0,Post-COVID
2022-04-29,GrowthFlow,Retail,Gurugram,Series C,41465000.0,Post-COVID
2022-05-01,DriveEdge,HealthTech,Delhi,Series B,6246000.0,Post-COVID
2022-05-02,NimbusLabs,SaaS,Noida,Seed,196000.0,Post-COVID
2022-05-03,HomeFoods,Media,Pune,Seed,877000.0,Post-COVID
2022-05-05,NeoLabs,Mobility,Mumbai,Growth,152047000.0,Post-COVID
2022-05-07,Dailyhunt,Consumer Electronics,Chennai,Series A,7866000.0,Post-COVID
2022-05-08,FoodSolutions,EdTech,Bengaluru,Series C,114859000.0,Post-COVID
2022-05-09,CloudLabs,AgriTech,Noida,Series A,1121000.0,Post-COVID
2022-05-09,LogiRise,FinTech,Ahmedabad,Series A,1617000.0,Post-COVID
2022-05-10,DataAnalytics,RealEstate,Delhi,Series A,3902000.0,Post-COVID
2022-05-12,PhonePe,HealthTech,Bengaluru,Seed,100000.0,Post-COVID
2022-05-12,GrowthConnect,Enterprise,Ahmedabad,Series A,1511000.0,Post-COVID
2022-05-15,ShareChat,FoodTech,Delhi,Series A,14507000.0,Post-COVID
2022-05-15,Dailyhunt,FoodTech,Hyderabad,Series A,1648000.0,Post-COVID
2022-05-15,SkillRise,Enterprise,Hyderabad,Growth,183477000.0,Post-COVID
2022-05-18,FinSpace,AgriTech,Pune,Seed,853000.0,Post-COVID
2022-05-19,BlueRise,AgriTech,Mumbai,Seed,275000.0,Post-COVID
2022-05-20,BigBasket,HealthTech,Delhi,Debt,254000.0,Post-COVID
2022-05-20,Razorpay,Retail,Kolkata,Series A,4324000.0,Post-COVID
2022-05-21,MediSpace,RealEstate,Pune,Seed,56000.0,Post-COVID
2022-05-25,HyperLoop,Retail,Bengaluru,Series C,257828000.0,Post-COVID
2022-05-26,Ola,EdTech,Hyderabad,Debt,28306000.0,Post-COVID
2022-05-27,Housejoy,Retail,Bengaluru,Seed,1600000.0,Post-COVID
2022-05-27,UrbanStack,AgriTech,Hyderabad,Seed,745000.0,Post-COVID
2022-05-27,NoBroker,Media,Mumbai,Pre-Series A,557000.0,Post-COVID
2022-05-28,MediSpace,Logistics,Kolkata,Seed,182000.0,Post-COVID
2022-05-28,WorkPay,Mobility,Gurugram,Seed,97000.0,Post-COVID
2022-05-29,FinSense,AgriTech,Chennai,Pre-Series A,518000.0,Post-COVID
2022-05-30,WorkPay,Enterprise,Ahmedabad,Series A,5243000.0,Post-COVID
2022-05-30,CloudPay,Logistics,Noida,Angel,6000.0,Post-COVID
2022-05-31,AutoMart,AgriTech,Pune,Series A,5813000.0,Post-COVID
2022-06-03,Byju's,RealEstate,Mumbai,Pre-Seed,164000.0,Post-COVID
2022-06-06,FreshBox,Consumer Electronics,Delhi,Angel,8000.0,Post-COVID
2022-06-08,QuantumAnalytics,FinTech,Pune,Growth,74657000.0,Post-COVID
2022-06-08,Swiggy,HealthTech,Bengaluru,Seed,333000.0,Post-COVID
2022-06-08,Innovaccer,E-commerce,Pune,Series A,1104000.0,Post-COVID
2022-06-13,Oyo,SaaS,Delhi,Series B,71839000.0,Post-COVID
2022-06-14,BharatPe,Logistics,Noida,Seed,734000.0,Post-COVID
2022-06-16,DataHive,EdTech,Pune,Series A,2173000.0,Post-COVID
2022-06-18,SmartTech,AgriTech,Delhi,Series B,47312000.0,Post-COVID
2022-06-18,Mobikwik,SaaS,Mumbai,Series D,63545000.0,Post-COVID
2022-06-20,Licious,FinTech,Mumbai,Seed,1459000.0,Post-COVID
2022-06-21,Wakefit,RealEstate,Bengaluru,Seed,159000.0,Post-COVID
2022-06-23,InMobi,Logistics,Noida,Seed,242000.0,Post-COVID
2022-06-23,NimbusLabs,AgriTech,Kolkata,Series A,1104000.0,Post-COVID
2022-06-23,FreshTech,Consumer Electronics,Gurugram,Series C,81807000.0,Post-COVID
2022-06-24,GreenConnect,Logistics,Mumbai,Seed,692000.0,Post-COVID
2022-06-29,NeoLabs,Logistics,Pune,Seed,91000.0,Post-COVID
2022-06-30,NeoSense,RealEstate,Noida,Series D,396775000.0,Post-COVID
2022-07-01,LogiSense,E-commerce,Noida,Seed,101000.0,Post-COVID
2022-07-02,NoBroker,SaaS,Delhi,Seed,65000.0,Post-COVID
2022-07-05,UrbanSolutions,Media,Pune,Bridge,168000.0,Post-COVID
2022-07-07,BlueRise,HealthTech,Hyderabad,Seed,113000.0,Post-COVID
2022-07-11,AutoMart,SaaS,Hyderabad,Series C,52945000.0,Post-COVID
2022-07-11,FinFoods,Consumer Electronics,Delhi,Bridge,474000.0,Post-COVID
2022-07-11,Ola,Retail,Ahmedabad,Series A,5333000.0,Post-COVID
2022-07-11,FinSpace,AgriTech,Gurugram,Seed,432000.0,Post-COVID
2022-07-14,NeoTech,Mobility,Noida,Angel,20000.0,Post-COVID
2022-07-23,NimbusWorks,HealthTech,Chennai,Pre-Series A,126000.0,Post-COVID
2022-07-26,Nykaa,Media,Ahmedabad,Pre-Series A,611000.0,Post-COVID
2022-07-27,Myntra,SaaS,Mumbai,Series B,16887000.0,Post-COVID
2022-07-28,SkillRise,Retail,Ahmedabad,Pre-Series A,288000.0,Post-COVID
2022-08-04,CoreConnect,Mobility,Noida,Seed,320000.0,Post-COVID
2022-08-06,HyperLabs,Mobility,Gurugram,Series A,1131000.0,Post-COVID
2022-08-08,MediSpace,Media,Pune,Series B,45874000.0,Post-COVID
2022-08-09,ClearDekho,FoodTech,Hyderabad,Seed,148000.0,Post-COVID
2022-08-09,SmartMart,EdTech,Kolkata,Seed,72000.0,Post-COVID
2022-08-10,MediWorks,RealEstate,Ahmedabad,Bridge,99000.0,Post-COVID
2022-08-10,SmartTech,Retail,Ahmedabad,Series B,5988000.0,Post-COVID
2022-08-11,ShareChat,Media,Bengaluru,Series B,74232000.0,Post-COVID
2022-08-18,LogiMart,RealEstate,Kolkata,Seed,190000.0,Post-COVID
2022-08-18,FinSense,Enterprise,Delhi,Series C,111204000.0,Post-COVID
2022-08-21,WorkPay,FinTech,Bengaluru,Pre-Seed,29000.0,Post-COVID
2022-08-22,QuantumAnalytics,Retail,Noida,Seed,356000.0,Post-COVID
2022-08-22,FreshTech,SaaS,Bengaluru,Seed,246000.0,Post-COVID
2022-08-23,Porter,HealthTech,Kolkata,Bridge,1201000.0,Post-COVID
2022-08-24,GrowthFlow,EdTech,Hyderabad,Seed,1604000.0,Post-COVID
2022-08-26,MediWorks,EdTech,Bengaluru,Seed,1319000.0,Post-COVID
2022-08-26,FoodSolutions,Logistics,Kolkata,Series A,8890000.0,Post-COVID
2022-08-28,DriveLoop,HealthTech,Mumbai,Pre-Series A,585000.0,Post-COVID
2022-09-07,Oyo,Consumer Electronics,Bengaluru,Seed,366000.0,Post-COVID
2022-09-11,BigBasket,Consumer Electronics,Chennai,Series A,6758000.0,Post-COVID
2022-09-14,FreshTech,AgriTech,Gurugram,Seed,1022000.0,Post-COVID
2022-09-18,CoreConnect,E-commerce,Delhi,Series A,5554000.0,Post-COVID
2022-09-18,GrowthCare,Media,Ahmedabad,Seed,1886000.0,Post-COVID
2022-09-19,NeoLabs,FoodTech,Delhi,Series A,1261000.0,Post-COVID
2022-09-22,Housejoy,SaaS,Pune,Seed,98000.0,Post-COVID
2022-09-24,CRED,Logistics,Gurugram,Series B,28486000.0,Post-COVID
2022-09-24,FreshBox,Consumer Electronics,Pune,Series C,42802000.0,Post-COVID
2022-09-25,GreenConnect,Consumer Electronics,Bengaluru,Seed,100000.0,Post-COVID
2022-09-26,DriveEdge,HealthTech,Kolkata,Series A,11342000.0,Post-COVID
2022-09-26,ClearTax,Enterprise,Delhi,Series A,1218000.0,Post-COVID
2022-09-29,HealthAnalytics,Enterprise,Ahmedabad,Debt,9315000.0,Post-COVID
2022-10-01,SmartCare,EdTech,Noida,Seed,271000.0,Post-COVID
2022-10-02,CoreConnect,Retail,Delhi,Seed,107000.0,Post-COVID
2022-10-03,FarmBox,SaaS,Bengaluru,Debt,3755000.0,Post-COVID
2022-10-05,Razorpay,Enterprise,Pune,Series A,9037000.0,Post-COVID
2022-10-13,CloudPay,FoodTech,Delhi,Pre-Seed,154000.0,Post-COVID
2022-10-15,FoodFit,FoodTech,Delhi,Series A,1847000.0,Post-COVID
2022-10-15,NextSense,Mobility,Kolkata,Growth,533548000.0,Post-COVID
2022-10-15,Unacademy,Enterprise,Kolkata,Seed,199000.0,Post-COVID
2022-10-15,BlueSpace,Consumer Electronics,Chennai,Pre-Series A,524000.0,Post-COVID
2022-10-15,QuantumSolutions,Consumer Electronics,Mumbai,Seed,88000.0,Post-COVID
2022-10-16,LogiSense,FinTech,Hyderabad,Pre-Seed,112000.0,Post-COVID
2022-10-20,Dunzo,Consumer Electronics,Noida,Pre-Series A,111000.0,Post-COVID
2022-10-21,FreshSolutions,FoodTech,Mumbai,Series D,290119000.0,Post-COVID
2022-10-21,InMobi,Media,Chennai,Bridge,1012000.0,Post-COVID
2022-10-22,HyperLabs,AgriTech,Mumbai,Seed,78000.0,Post-COVID
2022-10-25,HomeAnalytics,SaaS,Chennai,Seed,194000.0,Post-COVID
2022-10-26,Practo,Media,Gurugram,Seed,469000.0,Post-COVID
2022-11-04,FoodLoop,AgriTech,Hyderabad,Series A,5167000.0,Post-COVID
2022-11-05,CRED,Logistics,Pune,Angel,13000.0,Post-COVID
2022-11-05,Oyo,Retail,Ahmedabad,Seed,152000.0,Post-COVID
2022-11-05,ShareChat,E-commerce,Noida,Series A,1657000.0,Post-COVID
2022-11-07,HealthRise,Retail,Ahmedabad,Seed,463000.0,Post-COVID
2022-11-07,NextSense,Media,Delhi,Series C,215209000.0,Post-COVID
2022-11-08,Zomato,AgriTech,Mumbai,Seed,58000.0,Post-COVID
2022-11-09,GrowthFlow,RealEstate,Gurugram,Series A,2134000.0,Post-COVID
2022-11-11,DriveEdge,SaaS,Ahmedabad,Pre-Seed,29000.0,Post-COVID
2022-11-11,QuantumAnalytics,Enterprise,Gurugram,Series A,3743000.0,Post-COVID
2022-11-11,Paytm,E-commerce,Mumbai,Seed,57000.0,Post-COVID
2022-11-17,DriveLoop,FinTech,Mumbai,Angel,6000.0,Post-COVID
2022-11-17,HomeAnalytics,RealEstate,Hyderabad,Series B,6655000.0,Post-COVID
2022-11-19,MediHive,HealthTech,Delhi,Seed,1820000.0,Post-COVID
2022-11-20,Innovaccer,RealEstate,Delhi,Series A,12915000.0,Post-COVID
