date,startup_name,industry,city,investment_type,amount_usd,period
2015-11-11,Delight Foods,FoodTech,Bengaluru,Private Equity,600000.0,Pre-COVID
2015-11-11,RenewBuy,FinTech,Gurugram,Seed,500000.0,Pre-COVID
2015-11-12,Hitwicket,Others,Hyderabad,Seed,250000.0,Pre-COVID
2015-11-13,Flashdoor,SaaS,Bengaluru,Seed,,Pre-COVID
2015-11-16,Cashkaro.com,E-commerce,Gurugram,Private Equity,3700000.0,Pre-COVID
2015-11-16,Absentia,SaaS,Bengaluru,Seed,180000.0,Pre-COVID
2015-11-16,Renowala,RealEstate,Hyderabad,Seed,,Pre-COVID
2015-11-16,TaskBucks,E-commerce,Delhi,Private Equity,15000000.0,Pre-COVID
2015-11-17,StyleTag,E-commerce,Bengaluru,Seed,7500000.0,Pre-COVID
2015-11-17,CraftsVilla,E-commerce,Mumbai,Private Equity,34000000.0,Pre-COVID
2015-11-17,Julia Computing,SaaS,Bengaluru,Seed,600000.0,Pre-COVID
2015-11-17,Smytten,SaaS,Gurugram,Seed,200000.0,Pre-COVID
2015-11-17,Convegenius,EdTech,Noida,Seed,300000.0,Pre-COVID
2015-11-17,BiBox,SaaS,Bengaluru,Seed,530000.0,Pre-COVID
2015-11-18,Truelancer,E-commerce,Delhi,Seed,,Pre-COVID
2015-11-18,Pickrr,Logistics,Delhi,Seed,,Pre-COVID
2015-11-18,Hipship,Logistics,Bengaluru,Seed,,Pre-COVID
2015-11-18,Goodbox,Others,Bengaluru,Private Equity,2500000.0,Pre-COVID
2015-11-18,Ola,Retail,Bengaluru,Private Equity,500000000.0,Pre-COVID
2015-11-18,ScoopWhoop,Media,Delhi,Private Equity,4000000.0,Pre-COVID
2015-11-19,AHA Taxis,Mobility,Noida,Seed,,Pre-COVID
2015-11-19,UrbanClap,E-commerce,Gurugram,Private Equity,25000000.0,Pre-COVID
2015-11-19,SenseGiz,Consumer Electronics,Belgaum,Seed,500000.0,Pre-COVID
2015-11-19,PlaceofOrigin,FoodTech,Bengaluru,Seed,,Pre-COVID
2015-11-19,Fourseven,E-commerce,Delhi,Seed,455000.0,Pre-COVID
2015-11-20,HeyPillow,RealEstate,Bengaluru,Private Equity,3000000.0,Pre-COVID
2015-11-20,Medinfi,HealthTech,Bengaluru,Seed,305000.0,Pre-COVID
2015-11-20,Shopsense,E-commerce,Mumbai,Seed,,Pre-COVID
2015-11-20,OUWT,Others,Mumbai,Seed,150000.0,Pre-COVID
2015-11-20,MindTickle,SaaS,Pune,Private Equity,12500000.0,Pre-COVID
2015-11-21,Healers At Home,HealthTech,Delhi,Seed,,Pre-COVID
2015-11-21,Caravan Craft,Others,Bengaluru,Private Equity,1200000.0,Pre-COVID
2015-11-21,Talkoot,SaaS,Bengaluru,Seed,100000.0,Pre-COVID
2015-11-23,RentoMojo,RealEstate,Bengaluru,Private Equity,2000000.0,Pre-COVID
2015-11-23,Medikoe,HealthTech,Bengaluru,Seed,100000.0,Pre-COVID
2015-11-24,Naaptol,E-commerce,Mumbai,Private Equity,52000000.0,Pre-COVID
2015-11-24,Stylofie,HealthTech,Gurugram,Seed,250000.0,Pre-COVID
2015-11-24,ServX,Mobility,Delhi,Seed,,Pre-COVID
2015-11-24,Crayon Data,SaaS,Chennai,Private Equity,,Pre-COVID
2015-11-25,EarlySalary.com,FinTech,Mumbai,Seed,1500000.0,Pre-COVID
2015-11-25,Tooler,Others,Delhi,Seed,110000.0,Pre-COVID
2015-11-25,S Chand,EdTech,Delhi,Private Equity,27000000.0,Pre-COVID
2015-11-26,KountMoney,FinTech,Bengaluru,Seed,,Pre-COVID
2015-11-26,Stelae,Media,Chennai,Private Equity,,Pre-COVID
2015-11-26,GoQii,HealthTech,Mumbai,Private Equity,13400000.0,Pre-COVID
2015-11-26,Pluss,HealthTech,Gurugram,Private Equity,1000000.0,Pre-COVID
2015-11-26,Grofers,FoodTech,Gurugram,Private Equity,120000000.0,Pre-COVID
2015-11-27,JustRide,Mobility,Mumbai,Private Equity,2000000.0,Pre-COVID
2015-11-27,Fastudent,EdTech,Noida,Seed,,Pre-COVID
2015-11-27,LearnOn,EdTech,Chennai,Seed,,Pre-COVID
2015-11-27,Talentrack,E-commerce,Delhi,Seed,,Pre-COVID
2015-11-27,StayGlad,SaaS,Bengaluru,Private Equity,,Pre-COVID
2015-11-28,M-TAXI,Mobility,Gurugram,Seed,,Pre-COVID
2015-11-30,Baxi,Mobility,Gurugram,Seed,1450000.0,Pre-COVID
2015-11-30,Superhero Brands,SaaS,Mumbai,Seed,540000.0,Pre-COVID
2015-11-30,MoMagic,Others,Delhi,Private Equity,,Pre-COVID
2015-11-30,QikPod,Logistics,Bengaluru,Private Equity,9000000.0,Pre-COVID
2015-11-30,Butterfly Interactive,E-commerce,Delhi,Seed,,Pre-COVID
2015-11-30,Bro4U,RealEstate,Bengaluru,Seed,,Pre-COVID
2015-12-01,Godof Hospitals,HealthTech,Delhi,Seed,2000000.0,Pre-COVID
2015-12-01,Zapluk,HealthTech,Hyderabad,Seed,,Pre-COVID
2015-12-01,Wigzo,Enterprise,Delhi,Seed,500000.0,Pre-COVID
2015-12-01,Black White Orange Brands,Others,Mumbai,Seed,,Pre-COVID
2015-12-01,Biteclub,FoodTech,Gurugram,Private Equity,,Pre-COVID
2015-12-01,CollegeDekho,EdTech,Jaipur,Seed,1000000.0,Pre-COVID
2015-12-01,Patel Logistics,Logistics,Mumbai,Private Equity,5600000.0,Pre-COVID
2015-12-02,RoomsTonite,Mobility,Bengaluru,Seed,1500000.0,Pre-COVID
2015-12-02,Kaaryah,E-commerce,Delhi,Private Equity,,Pre-COVID
2015-12-03,Anakage,EdTech,Bengaluru,Seed,,Pre-COVID
2015-12-03,EasyKhaana,FoodTech,Delhi,Seed,100000.0,Pre-COVID
2015-12-03,Shuttl,Mobility,Gurugram,Private Equity,20000000.0,Pre-COVID
2015-12-03,Fitcircle,HealthTech,Mumbai,Seed,,Pre-COVID
2015-12-03,Eckovation,EdTech,Delhi,Seed,,Pre-COVID
2015-12-04,Applop,Others,Kolkata,Seed,100000.0,Pre-COVID
2015-12-04,Splitkart,SaaS,Delhi,Seed,,Pre-COVID
2015-12-04,CaRPM,Others,Gurugram,Seed,100000.0,Pre-COVID
2015-12-04,NDTV Wedding portal,E-commerce,Delhi,Private Equity,20000000.0,Pre-COVID
2015-12-07,Zenatix,Cleantech,Gurugram,Private Equity,,Pre-COVID
2015-12-07,Customfurnish,E-commerce,Hyderabad,Private Equity,4500000.0,Pre-COVID
2015-12-07,Faasos,Retail,Pune,Private Equity,30000000.0,Pre-COVID
2015-12-07,Vlurn,EdTech,Mumbai,Seed,,Pre-COVID
2015-12-07,Leaf Wearables,Consumer Electronics,Delhi,Seed,250000.0,Pre-COVID
2015-12-07,Coolshare,Mobility,Mumbai,Seed,100000.0,Pre-COVID
2015-12-08,mFicient,Mobility,Delhi,Seed,,Pre-COVID
2015-12-08,HeyBiz,E-commerce,Delhi,Seed,,Pre-COVID
2015-12-08,Yumist,FoodTech,Gurugram,Private Equity,2000000.0,Pre-COVID
2015-12-09,JumboBasket,E-commerce,Chandigarh,Seed,,Pre-COVID
2015-12-09,Aye Finance,FinTech,Delhi,Private Equity,3000000.0,Pre-COVID
2015-12-09,JoeHukum,Others,Gurugram,Seed,,Pre-COVID
2015-12-09,Voxweb,Others,Mumbai,Seed,350000.0,Pre-COVID
2015-12-09,Jigsaw Academy,EdTech,Bengaluru,Private Equity,3000000.0,Pre-COVID
2015-12-10,Chillr,Others,Mumbai,Private Equity,70000000.0,Pre-COVID
2015-12-10,BlackBuck,Logistics,Bengaluru,Private Equity,25000000.0,Pre-COVID
2015-12-10,HomeStudio,E-commerce,Bengaluru,Private Equity,5000000.0,Pre-COVID
2015-12-10,PropheSee,SaaS,Delhi,Seed,500000.0,Pre-COVID
2015-12-10,Holisol Logistics,Logistics,Delhi,Private Equity,10000000.0,Pre-COVID
2015-12-10,Stay Simple Resorts,Others,Bengaluru,Seed,,Pre-COVID
2015-12-10,Paynear,Others,Hyderabad,Private Equity,2500000.0,Pre-COVID
2015-12-10,i2e1,Others,Delhi,Seed,500000.0,Pre-COVID
2015-12-11,Weddingz.in,E-commerce,Mumbai,Seed,1000000.0,Pre-COVID
2015-12-11,Intelligent Interfaces,SaaS,Bengaluru,Seed,,Pre-COVID
2015-12-11,EureQa,SaaS,Hyderabad,Seed,600000.0,Pre-COVID
2015-12-11,LocalCircles,SaaS,Noida,Private Equity,,Pre-COVID
2015-12-11,UrbanClap,RealEstate,Gurugram,Private Equity,,Pre-COVID
2015-12-11,OnlineRTI,Others,Bengaluru,Seed,150000.0,Pre-COVID
2015-12-11,GetFocus,SaaS,Mumbai,Seed,,Pre-COVID
2015-12-11,Powerstores,E-commerce,Goa,Seed,,Pre-COVID
2015-12-14,Capricoast,E-commerce,Bengaluru,Private Equity,3500000.0,Pre-COVID
2015-12-14,JetSetGo,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2015-12-14,Cabsguru,Mobility,Delhi,Seed,200000.0,Pre-COVID
2015-12-14,Whoop,SaaS,,Private Equity,3000000.0,Pre-COVID
2015-12-15,BookEventz,SaaS,Mumbai,Seed,,Pre-COVID
2015-12-15,Deal Street Asia,Media,,Seed,,Pre-COVID
2015-12-15,Streamoid,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2015-12-16,STAGE 3,SaaS,Delhi,Seed,,Pre-COVID
2015-12-16,MeraDoctor,HealthTech,Mumbai,Private Equity,1200000.0,Pre-COVID
2015-12-16,Housejoy,RealEstate,Bengaluru,Private Equity,22500000.0,Pre-COVID
2015-12-16,Bluebirch,Logistics,Bengaluru,Seed,2000000.0,Pre-COVID
2015-12-17,Springboard,EdTech,Bengaluru,Seed,1700000.0,Pre-COVID
2015-12-17,Eatfresh,FoodTech,Bengaluru,Private Equity,,Pre-COVID
2015-12-17,Rivigo,Logistics,Gurugram,Private Equity,30000000.0,Pre-COVID
2015-12-18,Ampere Vehicles,Others,Coimbatore,Seed,1200000.0,Pre-COVID
2015-12-18,Focus Digit,E-commerce,Delhi,Seed,,Pre-COVID
2015-12-18,The News Minute,Media,Bengaluru,Seed,,Pre-COVID
2015-12-18,CBREX,SaaS,Mumbai,Seed,200000.0,Pre-COVID
2015-12-21,TruckMandi,Logistics,Delhi,Private Equity,2000000.0,Pre-COVID
2015-12-21,Peppertap,FoodTech,Gurugram,Private Equity,4000000.0,Pre-COVID
2015-12-21,KOOH Sports,EdTech,Mumbai,Private Equity,2000000.0,Pre-COVID
2015-12-22,Arya.ai,AI & Deep Tech,Mumbai,Private Equity,750000.0,Pre-COVID
2015-12-22,Doctor Insta,HealthTech,Gurugram,Private Equity,500000.0,Pre-COVID
2015-12-22,MobieFit,HealthTech,Goa,Private Equity,1000000.0,Pre-COVID
2015-12-22,PlanetGogo,Media,Gurugram,Seed,,Pre-COVID
2015-12-22,LatestOne,Retail,Hyderabad,Private Equity,3000000.0,Pre-COVID
2015-12-22,RentOnGo,E-commerce,Bengaluru,Seed,,Pre-COVID
2015-12-22,Industrybuying,E-commerce,Delhi,Seed,,Pre-COVID
2015-12-22,Zapr,Others,Gurugram,Seed,,Pre-COVID
2015-12-23,LafaLafa,SaaS,Mumbai,Private Equity,,Pre-COVID
2015-12-23,Mech Mocha,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2015-12-23,Shotang.com,E-commerce,Bengaluru,Private Equity,5000000.0,Pre-COVID
2015-12-23,CityFurnish,E-commerce,Gurugram,Seed,,Pre-COVID
2015-12-24,Black White Orange,Enterprise,Mumbai,Seed,303000.0,Pre-COVID
2015-12-24,Kolabro,RealEstate,Gurugram,Seed,,Pre-COVID
2015-12-24,Canvera,SaaS,Bengaluru,Private Equity,2200000.0,Pre-COVID
2015-12-28,Town Essentials,FoodTech,Bengaluru,Seed,1000000.0,Pre-COVID
2015-12-28,Bumper,Others,Bengaluru,Seed,500000.0,Pre-COVID
2015-12-29,Hotify,Others,Bengaluru,Seed,150000.0,Pre-COVID
2015-12-29,MobiKwik,FinTech,Gurugram,Private Equity,6600000.0,Pre-COVID
2015-12-30,Intelligent Interfaces,SaaS,Bengaluru,Seed,,Pre-COVID
2016-01-01,Helpi,E-commerce,Mumbai,Seed,,Pre-COVID
2016-01-01,Smartcooky,E-commerce,Delhi,Seed,,Pre-COVID
2016-01-04,DogSpot,E-commerce,Gurugram,Seed,,Pre-COVID
2016-01-04,Career360,EdTech,Delhi,Private Equity,,Pre-COVID
2016-01-04,B9 Beverages,FoodTech,Delhi,Private Equity,6000000.0,Pre-COVID
2016-01-05,WIMWI Foods,FoodTech,Ahmedabad,Seed,,Pre-COVID
2016-01-05,MyChild App,EdTech,Bhopal,Seed,100000.0,Pre-COVID
2016-01-05,Instaproc,E-commerce,Noida,Seed,,Pre-COVID
2016-01-05,360Ride,E-commerce,Bengaluru,Seed,150000.0,Pre-COVID
2016-01-05,Alef\\nMobitech,E-commerce,Mumbai,Private Equity,5000000.0,Pre-COVID
2016-01-06,Tracxn,FinTech,Bengaluru,Seed,,Pre-COVID
2016-01-06,Qdesq,RealEstate,Gurugram,Seed,,Pre-COVID
2016-01-06,Sensara,SaaS,Bengaluru,Seed,750000.0,Pre-COVID
2016-01-06,Zebpay,E-commerce,Ahmedabad,Private Equity,1000000.0,Pre-COVID
2016-01-06,PlanMy\\nMedicalTrip,HealthTech,Pune,Seed,150000.0,Pre-COVID
2016-01-06,MyCity4Kids,EdTech,Gurugram,Private Equity,3000000.0,Pre-COVID
2016-01-06,Justdakhila.com,EdTech,Delhi,Seed,750000.0,Pre-COVID
2016-01-07,MakeMyTrip,E-commerce,Gurugram,Private Equity,180000000.0,Pre-COVID
2016-01-07,Myly,EdTech,Jaipur,Seed,100000.0,Pre-COVID
2016-01-07,Infurnia,E-commerce,Bengaluru,Seed,160000.0,Pre-COVID
2016-01-07,PitStop,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-01-07,Bikxie,E-commerce,Gurugram,Seed,,Pre-COVID
2016-01-08,Melorra,E-commerce,Bengaluru,Private Equity,5000000.0,Pre-COVID
2016-01-08,ConfirmTKT,E-commerce,Bengaluru,Seed,250000.0,Pre-COVID
2016-01-08,Gyaanzone,EdTech,Mumbai,Seed,45000.0,Pre-COVID
2016-01-08,FlatFurnish,E-commerce,Gurugram,Seed,,Pre-COVID
2016-01-09,Lumiere,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2016-01-11,Koovs,E-commerce,Gurugram,Private Equity,5400000.0,Pre-COVID
2016-01-11,Wishup,E-commerce,Delhi,Seed,,Pre-COVID
2016-01-11,FreshMenu,E-commerce,Bengaluru,Private Equity,16500000.0,Pre-COVID
2016-01-11,SavvyMob,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2016-01-11,Fashionablyin,E-commerce,Mumbai,Seed,,Pre-COVID
2016-01-12,Shopclues,E-commerce,Gurugram,Private Equity,100000000.0,Pre-COVID
2016-01-12,Hike Messenger,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-01-12,iBus Networks,SaaS,Bengaluru,Private Equity,2300000.0,Pre-COVID
2016-01-12,Happy2Refer,E-commerce,Mumbai,Seed,250000.0,Pre-COVID
2016-01-13,CarTrade,E-commerce,Mumbai,Private Equity,145000000.0,Pre-COVID
2016-01-13,Obino,HealthTech,Mumbai,Private Equity,,Pre-COVID
2016-01-13,Care24,HealthTech,Mumbai,Private Equity,4000000.0,Pre-COVID
2016-01-13,Rentomo,E-commerce,Bengaluru,Seed,100000.0,Pre-COVID
2016-01-13,Roder,E-commerce,Delhi,Seed,240000.0,Pre-COVID
2016-01-13,Bucker,E-commerce,Hyderabad,Seed,,Pre-COVID
2016-01-14,Snapshopr,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-01-14,Buildkar,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-01-14,Orahi,E-commerce,Gurugram,Seed,520000.0,Pre-COVID
2016-01-14,Zapr,SaaS,Gurugram,Seed,,Pre-COVID
2016-01-15,Remidio,HealthTech,Bengaluru,Private Equity,,Pre-COVID
2016-01-15,Fitso,E-commerce,Gurugram,Seed,200000.0,Pre-COVID
2016-01-15,evibe.in,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-01-15,Zoctr,E-commerce,Mumbai,Seed,,Pre-COVID
2016-01-15,Jobick,E-commerce,Noida,Seed,,Pre-COVID
2016-01-16,Plick,E-commerce,Mumbai,Seed,,Pre-COVID
2016-01-18,Voice Friends,E-commerce,Mumbai,Seed,,Pre-COVID
2016-01-18,Kartrocket,E-commerce,Delhi,Private Equity,6000000.0,Pre-COVID
2016-01-19,Swiggy,E-commerce,Bengaluru,Private Equity,35000000.0,Pre-COVID
2016-01-19,Cashkaro,E-commerce,Gurugram,Private Equity,,Pre-COVID
2016-01-19,Gameezop,E-commerce,Delhi,Seed,,Pre-COVID
2016-01-19,DailyObjects,E-commerce,Delhi,Private Equity,1400000.0,Pre-COVID
2016-01-19,Indus OS,SaaS,Mumbai,Private Equity,5000000.0,Pre-COVID
2016-01-19,CollegeDunia,E-commerce,Delhi,Seed,445000.0,Pre-COVID
2016-01-19,Villgro,FinTech,Chennai,Private Equity,3500000.0,Pre-COVID
2016-01-19,TinyStep,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-01-20,Reddoorz,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-01-20,IndustryBuying,E-commerce,Delhi,Private Equity,1800000.0,Pre-COVID
2016-01-20,Just Buy Live,E-commerce,Mumbai,Private Equity,20000000.0,Pre-COVID
2016-01-20,IMbesharam,E-commerce,Delhi,Private Equity,4000000.0,Pre-COVID
2016-01-20,Moodoo,E-commerce,Mumbai,Seed,40000.0,Pre-COVID
2016-01-20,Saral Designs,HealthTech,Mumbai,Seed,,Pre-COVID
2016-01-21,Housing.com,E-commerce,Mumbai,Private Equity,15000000.0,Pre-COVID
2016-01-21,FirstCry,E-commerce,Pune,Private Equity,,Pre-COVID
2016-01-21,Easypolicy,E-commerce,Noida,Private Equity,2200000.0,Pre-COVID
2016-01-21,CREO,SaaS,Bengaluru,Private Equity,3000000.0,Pre-COVID
2016-01-21,Fisdom,E-commerce,Bengaluru,Seed,500000.0,Pre-COVID
2016-01-22,Little,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2016-01-22,ShabdaNagari,E-commerce,Kanpur,Seed,200000.0,Pre-COVID
2016-01-22,SnapBizz,E-commerce,Bengaluru,Private Equity,7200000.0,Pre-COVID
2016-01-22,Qlivery,E-commerce,Gurugram,Seed,,Pre-COVID
2016-01-22,PlexusMD,E-commerce,Ahmedabad,Seed,,Pre-COVID
2016-01-22,Silvan,SaaS,Bengaluru,Seed,515000.0,Pre-COVID
2016-01-22,EPS,SaaS,Mumbai,Private Equity,35000000.0,Pre-COVID
2016-01-22,Qubole,SaaS,Bengaluru,Private Equity,30000000.0,Pre-COVID
2016-01-22,Gajty,HealthTech,Gurugram,Seed,,Pre-COVID
2016-01-25,SIFTR Labs,E-commerce,Mumbai,Seed,150000.0,Pre-COVID
2016-01-25,Power2SME,E-commerce,Gurugram,Private Equity,21000000.0,Pre-COVID
2016-01-25,SkyCandle,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-01-27,Buildzar,E-commerce,Gurugram,Private Equity,4000000.0,Pre-COVID
2016-01-27,Applicate,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2016-01-27,WhatsOnRent,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-01-27,Teabox.com,E-commerce,Siliguri,Private Equity,,Pre-COVID
2016-01-28,Truce,Retail,Mumbai,Seed,370000.0,Pre-COVID
2016-01-28,JustDoc,Others,Bengaluru,Seed,,Pre-COVID
2016-01-28,Myeglu,SaaS,Bengaluru,Seed,,Pre-COVID
2016-01-28,Zebi (yet to launch),SaaS,Hyderabad,Seed,1000000.0,Pre-COVID
2016-01-29,CodingLabs,SaaS,Hyderabad,Seed,,Pre-COVID
2016-01-29,Rare Media,SaaS,Delhi,Private Equity,1100000.0,Pre-COVID
2016-01-29,Truebil,E-commerce,Mumbai,Private Equity,5150000.0,Pre-COVID
2016-01-29,FreshMenu,E-commerce,Bengaluru,Private Equity,17000000.0,Pre-COVID
2016-01-29,TinMen,E-commerce,Hyderabad,Seed,,Pre-COVID
2016-01-29,N.O.W,E-commerce,Noida,Seed,,Pre-COVID
2016-01-29,Qriyo,E-commerce,Jodhpur,Seed,160000.0,Pre-COVID
2016-01-29,BitGiving,E-commerce,Delhi,Seed,,Pre-COVID
2016-01-29,Aisle,E-commerce,Bengaluru,Seed,185000.0,Pre-COVID
2016-01-30,FindUrClass,E-commerce,Mumbai,Seed,,Pre-COVID
2016-01-30,DesignBids,E-commerce,Delhi,Seed,,Pre-COVID
2016-02-01,Blue Tokai Coffee,E-commerce,Delhi,Seed,,Pre-COVID
2016-02-02,SoundSurround,SaaS,Mumbai,Seed,22500.0,Pre-COVID
2016-02-02,Altizone,SaaS,Pune,Private Equity,4000000.0,Pre-COVID
2016-02-02,Oust App,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-02-02,Strike,E-commerce,Bengaluru,Seed,22500.0,Pre-COVID
2016-02-02,MaaxMarket,E-commerce,,Seed,22500.0,Pre-COVID
2016-02-02,Gamooz,SaaS,Gurugram,Seed,22500.0,Pre-COVID
2016-02-03,Pindropmusic,E-commerce,Noida,Seed,100000.0,Pre-COVID
2016-02-03,RoadGods,E-commerce,Delhi,Seed,100000.0,Pre-COVID
2016-02-03,Woodpie,E-commerce,Bengaluru,Seed,30000.0,Pre-COVID
2016-02-03,Mazkara,E-commerce,Pune,Seed,1000000.0,Pre-COVID
2016-02-04,Perfumery,E-commerce,Delhi,Seed,30000.0,Pre-COVID
2016-02-05,DawaiLelo,E-commerce,Varanasi,Seed,52000.0,Pre-COVID
2016-02-05,Magic Crate,EdTech,Bengaluru,Seed,,Pre-COVID
2016-02-05,ZenDrive,SaaS,Bengaluru,Private Equity,13500000.0,Pre-COVID
2016-02-05,Smartcooky,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-02-05,Turtlemint,E-commerce,Mumbai,Private Equity,,Pre-COVID
2016-02-05,BHIVE,RealEstate,Bengaluru,Seed,,Pre-COVID
2016-02-05,Gingercrush,E-commerce,Vadodara,Private Equity,1000000.0,Pre-COVID
2016-02-05,American Vision,E-commerce,Pune,Seed,81000.0,Pre-COVID
2016-02-06,Heads Up For Tails,E-commerce,Delhi,Seed,1000000.0,Pre-COVID
2016-02-06,LiveNutriFit,HealthTech,Delhi,Seed,,Pre-COVID
2016-02-08,Xpressbees,E-commerce,Pune,Private Equity,12500000.0,Pre-COVID
2016-02-08,Gray Routes,E-commerce,Mumbai,Seed,,Pre-COVID
2016-02-08,Weddingz,E-commerce,Mumbai,Private Equity,,Pre-COVID
2016-02-08,Invictus Oncology,HealthTech,Delhi,Private Equity,,Pre-COVID
2016-02-08,iStyleYou,E-commerce,Gurugram,Seed,100000.0,Pre-COVID
2016-02-08,Moglix,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-02-08,AdUrCup,E-commerce,Delhi,Seed,100000.0,Pre-COVID
2016-02-08,Hansel.io,SaaS,Bengaluru,Seed,,Pre-COVID
2016-02-08,Urban Dhobi,E-commerce,Jaipur,Seed,,Pre-COVID
2016-02-09,Inc42,E-commerce,Delhi,Seed,,Pre-COVID
2016-02-09,GOQii,SaaS,Mumbai,Private Equity,,Pre-COVID
2016-02-10,Capzest,E-commerce,Mumbai,Seed,200000.0,Pre-COVID
2016-02-10,JoulestoWatts,SaaS,Bengaluru,Seed,,Pre-COVID
2016-02-10,Shopkirana,E-commerce,Indore,Seed,,Pre-COVID
2016-02-10,Stylofie,E-commerce,Gurugram,Seed,,Pre-COVID
2016-02-10,OyBob,E-commerce,Gurugram,Seed,,Pre-COVID
2016-02-10,Anandakanda,SaaS,Pune,Seed,150000.0,Pre-COVID
2016-02-10,Affimity,E-commerce,Bengaluru,Seed,1200000.0,Pre-COVID
2016-02-10,GlamStudios,E-commerce,Noida,Seed,,Pre-COVID
2016-02-12,ActOnMagic,SaaS,Bengaluru,Seed,125000.0,Pre-COVID
2016-02-12,Bonhomia,FoodTech,Delhi,Seed,1000000.0,Pre-COVID
2016-02-12,iGrenEnergi,SaaS,Mumbai,Seed,1000000.0,Pre-COVID
2016-02-12,RKSV,E-commerce,Mumbai,Private Equity,4000000.0,Pre-COVID
2016-02-15,Snapbizz,SaaS,Bengaluru,Private Equity,,Pre-COVID
2016-02-15,Aasaanjobs,E-commerce,Mumbai,Private Equity,5000000.0,Pre-COVID
2016-02-15,Snapdeal,E-commerce,Delhi,Private Equity,200000000.0,Pre-COVID
2016-02-15,Jugnoo,E-commerce,Chandigarh,Private Equity,,Pre-COVID
2016-02-15,GoYaNo,E-commerce,Gurugram,Seed,50000.0,Pre-COVID
2016-02-15,Legistify,E-commerce,Delhi,Seed,,Pre-COVID
2016-02-15,Buddy,FinTech,Bengaluru,Seed,500000.0,Pre-COVID
2016-02-15,RentSher,E-commerce,Bengaluru,Seed,300000.0,Pre-COVID
2016-02-16,TableHero,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2016-02-16,BetterPlace,SaaS,Bengaluru,Seed,970000.0,Pre-COVID
2016-02-16,Salebhai,E-commerce,Ahmedabad,Seed,,Pre-COVID
2016-02-16,icustommadeit,E-commerce,Pune,Private Equity,4000000.0,Pre-COVID
2016-02-16,Tring,E-commerce,Pune,Seed,,Pre-COVID
2016-02-16,Medinfi,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-02-17,Notary Mama,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-02-17,The Viral Fever,E-commerce,Mumbai,Private Equity,10000000.0,Pre-COVID
2016-02-17,Avanti Learning,EdTech,Delhi,Private Equity,5000000.0,Pre-COVID
2016-02-17,Bollant Industries,SaaS,Hyderabad,Private Equity,,Pre-COVID
2016-02-17,Timemytask,E-commerce,Mumbai,Seed,,Pre-COVID
2016-02-17,GameZop,SaaS,Delhi,Seed,350000.0,Pre-COVID
2016-02-18,Ark Robot,SaaS,Bengaluru,Seed,350000.0,Pre-COVID
2016-02-18,Careongo,E-commerce,Delhi,Seed,300000.0,Pre-COVID
2016-02-18,HealthKumbh,E-commerce,Ahmedabad,Seed,73000.0,Pre-COVID
2016-02-18,Unlaze,E-commerce,Gurugram,Seed,,Pre-COVID
2016-02-18,Tracxn,SaaS,Bengaluru,Private Equity,,Pre-COVID
2016-02-18,GetVee,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-02-19,LocalRamu,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-02-19,Jaypore,E-commerce,Delhi,Private Equity,5000000.0,Pre-COVID
2016-02-19,Finance Buddha,E-commerce,Bengaluru,Seed,,Pre-COVID
2016-02-19,AlmaConnect,E-commerce,Delhi,Seed,,Pre-COVID
2016-02-19,Advantage Club,E-commerce,Gurugram,Seed,400000.0,Pre-COVID
2016-02-22,Styledotme,E-commerce,Delhi,Seed,37000.0,Pre-COVID
2016-02-22,Taskbob,E-commerce,Mumbai,Private Equity,4500000.0,Pre-COVID
2016-02-22,SigTuple,SaaS,Bengaluru,Seed,,Pre-COVID
2016-02-22,Magicpin,E-commerce,Delhi,Private Equity,3000000.0,Pre-COVID
2016-02-22,Baby Berry,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2016-02-22,NewsLaundry,E-commerce,Delhi,Private Equity,,Pre-COVID
2016-02-22,First Eat,E-commerce,Delhi,Seed,100000.0,Pre-COVID
2016-02-23,Aarav UAV,SaaS,Kanpur,Seed,,Pre-COVID
2016-02-23,CupoNation,E-commerce,Gurugram,Private Equity,11000000.0,Pre-COVID
